"scientific_name","datetime","place_guess","latitude","longitude","tag_list","common_name","url","image_url","species_guess","iconic_taxon_name","taxon_id","num_identification_agreements","num_identification_disagreements","observed_on","time_zone","txNmsrch"
"Abudefduf hoefleri","2018-11-29 13:58:00 +0100","Ilha do Sal, Capo Verde","16.7705747203","-22.8631800237","","African Sergeant","https://www.inaturalist.org/observations/107331804","https://inaturalist-open-data.s3.amazonaws.com/photos/180496304/medium.jpg","African Sergeant","Actinopterygii","122102","1","0","2018-11-29","Paris","Abudefduf hoefleri"
"Abudefduf hoefleri","2021-07-11 00:00:00 +0100","Baila, Dakar, Senegal","14.7578318793","-17.5281133814","","African Sergeant","https://www.inaturalist.org/observations/87775486","https://inaturalist-open-data.s3.amazonaws.com/photos/144712502/medium.jpg","African Sergeant","Actinopterygii","122102","1","0","2021-07-11","Madrid","Abudefduf hoefleri"
"Abudefduf hoefleri","2019-08-29 10:30:06 +0200","Oc<U+00E9>ano Atl<U+00E1>ntico Norte","16.7794634817","-22.7640626171","","African Sergeant","https://www.inaturalist.org/observations/68417700","https://static.inaturalist.org/photos/110778858/medium.jpg","Abudefduf hoefleri","Actinopterygii","122102","2","0","2019-08-29","Pretoria","Abudefduf hoefleri"
"Abudefduf hoefleri","2019-08-29 10:12:36 +0200","Oc<U+00E9>ano Atl<U+00E1>ntico Norte","16.7766507249","-22.5537788859","","African Sergeant","https://www.inaturalist.org/observations/68417562","https://static.inaturalist.org/photos/110778585/medium.jpg","African Sergeant","Actinopterygii","122102","2","0","2019-08-29","Pretoria","Abudefduf hoefleri"
"Abudefduf hoefleri","2017-09-13 09:35:00 +0100","Sal, Cape Verde","16.5846258311","-22.9053995299","","African Sergeant","https://www.inaturalist.org/observations/18480627","https://static.inaturalist.org/photos/28259435/medium.jpg","African Sergeant","Actinopterygii","122102","2","0","2017-09-13","London","Abudefduf hoefleri"
"Abudefduf hoefleri","2017-09-11 10:57:00 +0100","Sal, CV","16.5877592114","-22.9048326071","African sergeant: Abudefduf hoefleri","African Sergeant","https://www.inaturalist.org/observations/18448195","https://static.inaturalist.org/photos/28203412/medium.jpg","African Sergeant","Actinopterygii","122102","1","0","2017-09-11","London","Abudefduf hoefleri"
"Abudefduf hoefleri","2017-09-04 09:51:00 +0100","Sal, Cape Verde","16.5878705745","-22.9039238659","African sergeant: Abudefduf hoefleri","African Sergeant","https://www.inaturalist.org/observations/18353209","https://static.inaturalist.org/photos/28048663/medium.jpg","African Sergeant","Actinopterygii","122102","3","0","2017-09-04","London","Abudefduf hoefleri"
"Abudefduf saxatilis","2025-05-04 20:22:50 -0100","Sal","16.5802525863","-22.9141250253","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/278519999","https://static.inaturalist.org/photos/500101337/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2025-05-04","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-12-22 01:24:00 +0000","Tenerife, Santa Cruz de Tenerife, Spain","28.2915637","-16.6291304","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/261288122","https://static.inaturalist.org/photos/469388378/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2024-12-22","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2025-01-09 00:00:00 +0000","Santa Cruz de Tenerife, ES-CN, ES","28.080071","-17.328136","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/260695892","https://inaturalist-open-data.s3.amazonaws.com/photos/468217340/medium.jpeg","Sergent-major des Cara<U+00EF>bes","Actinopterygii","49402","1","0","2025-01-09","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2025-01-06 00:00:00 +0000","Santa Cruz de Tenerife, ES-CN, ES","27.767247","-18.121337","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/259684394","https://inaturalist-open-data.s3.amazonaws.com/photos/466211110/medium.jpeg","Sergent-major des Cara<U+00EF>bes","Actinopterygii","49402","1","0","2025-01-06","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-12-01 14:56:55 +0000","Spain","28.1425642052","-16.4308885485","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/253794587","https://inaturalist-open-data.s3.amazonaws.com/photos/454498844/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2024-12-01","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-10-14 16:44:00 +0100","Santa Cruz de Tenerife, ES-CN, ES","28.0080982816","-16.6638753989","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/247369297","https://static.inaturalist.org/photos/441787027/medium.jpeg","Sergent-major des Cara<U+00EF>bes","Actinopterygii","49402","1","0","2024-10-14","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-10-11 16:37:22 +0100","Spain","28.4194371821","-16.5503967181","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/246807415","https://inaturalist-open-data.s3.amazonaws.com/photos/440678013/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2024-10-11","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-09-12 09:34:22 +0100","Las Galletas, Santa Cruz de Tenerife, Espa<U+00F1>a","28.0056653966","-16.6541445628","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/241383442","https://inaturalist-open-data.s3.amazonaws.com/photos/430192981/medium.jpeg","Petaca rayada","Actinopterygii","49402","2","0","2024-09-12","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-08-29 15:45:00 +0100","Santa Cruz de Tenerife, ES-CN, ES","28.5789528364","-16.3220473446","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/238975568","https://inaturalist-open-data.s3.amazonaws.com/photos/425525799/medium.jpg","Petaca rayada","Actinopterygii","49402","3","0","2024-08-29","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-08-25 16:31:18 +0100","38240 San Crist<U+00F3>bal de La Laguna, Santa Cruz de Tenerife, Spain","28.5711446412","-16.3334697112","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/237932287","https://inaturalist-open-data.s3.amazonaws.com/photos/423519036/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2024-08-25","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-08-25 16:23:27 +0100","38240 San Crist<U+00F3>bal de La Laguna, Santa Cruz de Tenerife, Spain","28.5711446412","-16.3334697112","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/237931029","https://inaturalist-open-data.s3.amazonaws.com/photos/423516923/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2024-08-25","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-08-25 10:46:00 +0100","38240 San Crist<U+00F3>bal de La Laguna, Santa Cruz de Tenerife, Spain","28.5711446412","-16.3334697112","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/237854758","https://inaturalist-open-data.s3.amazonaws.com/photos/423371894/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","3","0","2024-08-25","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-08-12 17:13:04 +0100","38910 Tamaduste, Santa Cruz de Tenerife, Espa<U+00F1>a","27.823963263","-17.8952271491","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/235494273","https://static.inaturalist.org/photos/418825049/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","3","0","2024-08-12","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-06-14 23:22:00 -0100","Porto Novo, Cabo Verde","16.9565286085","-25.3119664993","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/232372720","https://inaturalist-open-data.s3.amazonaws.com/photos/412821058/medium.jpg","Castanheta-das-rochas","Actinopterygii","49402","1","0","2024-06-14","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-06-12 10:18:00 -0100","Paul, Cabo Verde","17.1319277096","-24.9894947348","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/225977035","https://inaturalist-open-data.s3.amazonaws.com/photos/400707289/medium.jpg","Castanheta-das-rochas","Actinopterygii","49402","1","0","2024-06-12","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-06-03 17:06:26 +0100","Santa Cruz de Tenerife, ES-CN, ES","28.1169599067","-16.649816922","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/220283158","https://inaturalist-open-data.s3.amazonaws.com/photos/389991631/medium.jpg","Abudefduf saxatilis","Actinopterygii","49402","3","0","2024-06-03","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-11-03 10:07:55 +0000","Tenerife, Gu<U+00ED>a de Isora, Santa Cruz de Tenerife, ES","28.2049166667","-16.8343383333","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/216551307","https://inaturalist-open-data.s3.amazonaws.com/photos/382992904/medium.jpg","<U+00FA>tesn<U+00ED>k pruhovan<U+00FD>","Actinopterygii","49402","2","0","2023-11-03","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-04-22 00:00:00 +0000","38911 Frontera, Santa Cruz de Tenerife, Espa<U+00F1>a","27.7826356587","-18.013417013","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/208774798","https://static.inaturalist.org/photos/369413341/medium.jpeg","Sergent-major des Cara<U+00EF>bes","Actinopterygii","49402","1","0","2024-04-22","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-11-23 13:38:00 +0000","Santa Cruz de Tenerife, Espa<U+00F1>a","27.7620713549","-18.0398957065","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/201926828","https://static.inaturalist.org/photos/356533959/medium.jpg","Petaca rayada","Actinopterygii","49402","3","0","2023-11-23","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2024-02-01 18:25:09 +0000","35118 Ag<U+00FC>imes, Las Palmas, Spain","27.8758958371","-15.3825018927","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/198517130","https://inaturalist-open-data.s3.amazonaws.com/photos/349913362/medium.jpeg","Abudefduf saxatilis","Actinopterygii","49402","4","0","2024-02-01","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-12-09 18:27:00 +0000","Santa Cruz de Tenerife, Espa<U+00F1>a","27.7621124376","-18.0398018634","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/194365299","https://inaturalist-open-data.s3.amazonaws.com/photos/341618663/medium.jpg","Petaca rayada","Actinopterygii","49402","3","0","2023-12-09","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-12-09 18:28:00 +0000","Santa Cruz de Tenerife, ES-CN, ES","27.7608697174","-18.0469876079","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/193830654","https://static.inaturalist.org/photos/340549222/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","3","0","2023-12-09","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-11-20 14:14:45 -0100","H3WV+Q6M, Santa Maria, Kap Verde","16.5967633333","-22.9066233333","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/191623713","https://inaturalist-open-data.s3.amazonaws.com/photos/336208984/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2023-11-20","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-11-12 12:35:00 +0000","Santa Cruz de Tenerife, ES-CN, ES","28.4199802466","-16.2957630171","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/190894658","https://inaturalist-open-data.s3.amazonaws.com/photos/334752609/medium.jpeg","Petaca rayada","Actinopterygii","49402","4","0","2023-11-12","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-10-19 13:01:00 +0100","Los Cancajos, La Palma, Spain","28.6522576625","-17.7594497714","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/188362141","https://inaturalist-open-data.s3.amazonaws.com/photos/329659526/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","3","0","2023-10-19","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-10-04 16:04:25 -0100","Porto Novo, Cabo Verde","17.0621758273","-24.9931545183","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/186321754","https://static.inaturalist.org/photos/325586641/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2023-10-04","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-10-02 15:07:15 -0100","Santo Ant<U+00E3>o, Kap Verde, CV","17.204655","-25.0899861667","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/185933358","https://static.inaturalist.org/photos/324819293/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2023-10-02","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2020-09-15 16:46:49 +0200","Genoa, Liguria, Italia","44.390647","8.965058","2020, TG-6, alghe, ambient, ambiente, animali, apnea, boccadasse, breathe, caroli, chicco, cliff, corso, crostaceans, crostacei, diving, enviroment, fishes, francesco, free, genoa, genova, gulf, habitat, italia, lido, ligure, macro, mare, mediterranean, mediterraneo, molluschi, mud, olympus, one, pesci, rock, sand, scogliera, sea, seashells, seaweed, snorkeling, summer, terzacentro, zena, Liguria, Abudefduf, saxatilis, sergente, maggiore, specie, aliena, alien, species, Abudefduf saxatilis, alien species","Atlantic Sergeant Major","https://www.inaturalist.org/observations/182315543","https://static.inaturalist.org/photos/317857586/medium.jpg","Pesce sergente maggiore dei Caraibi","Actinopterygii","49402","3","0","2020-09-15","Rome","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-08-31 13:23:07 +0100","38650 Los Cristianos, Prowincja Santa Cruz de Tenerife, Hiszpania","28.0473994444","-16.7094991667","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/181121507","https://inaturalist-open-data.s3.amazonaws.com/photos/315614883/medium.jpeg","Garbik Pasiasty","Actinopterygii","49402","2","0","2023-08-31","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-07-29 11:52:00 +0100","Santa Cruz de Tenerife, ES-CN, ES","28.0090634137","-16.6383740711","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/175704457","https://inaturalist-open-data.s3.amazonaws.com/photos/305379112/medium.jpeg","Petaca rayada","Actinopterygii","49402","1","0","2023-07-29","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-04-26 16:58:00 -0100","Shark Bay, Sal Island, Cape Verde","16.7390347083","-22.8932379798","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/159276630","https://inaturalist-open-data.s3.amazonaws.com/photos/275178812/medium.jpeg","Sergent-major des Cara<U+00EF>bes","Actinopterygii","49402","3","0","2023-04-26","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-04-23 12:24:36 -0100","Porto da Praia, Praia, Cabo Verde, CV","14.9030833333","-23.5164716667","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/156933010","https://inaturalist-open-data.s3.amazonaws.com/photos/271405279/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2023-04-23","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-02-03 15:00:00 -0100","Cape Verde","16.5859970184","-22.8907666728","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/148448428","https://static.inaturalist.org/photos/255641869/medium.jpeg","Gestreifter Sergeant","Actinopterygii","49402","3","0","2023-02-03","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2023-01-07 10:58:15 +0000","La Caleta de Adeje","28.1085931889","-16.761286743","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/146080844","https://static.inaturalist.org/photos/251067997/medium.jpeg","Sergeant-majoorvis","Actinopterygii","49402","3","0","2023-01-07","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2022-10-03 15:16:00 +0100","Canarias, Espa<U+00F1>a","28.5789972811","-16.3205454833","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/138427157","https://inaturalist-open-data.s3.amazonaws.com/photos/236559461/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","5","0","2022-10-03","Atlantic/Canary","Abudefduf saxatilis"
"Abudefduf saxatilis","2022-02-13 13:52:00 -0100","Puerto del Carmen, Las Palmas, Spanje","28.9211798784","-13.6741664511","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/106678679","https://inaturalist-open-data.s3.amazonaws.com/photos/179258158/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2022-02-13","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2022-02-13 10:24:00 -0100","Puerto del Carmen, Las Palmas, Spanje","28.9211798784","-13.6741664511","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/106678678","https://inaturalist-open-data.s3.amazonaws.com/photos/179258043/medium.jpeg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2022-02-13","Cape Verde Is.","Abudefduf saxatilis"
"Abudefduf saxatilis","2021-11-10 00:00:00 +0100","Shark reef, Dakar, Senegal","14.7621715885","-17.5102488519","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/101707164","https://inaturalist-open-data.s3.amazonaws.com/photos/169873991/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2021-11-10","Madrid","Abudefduf saxatilis"
"Abudefduf saxatilis","2018-04-01 00:48:00 +0100","Boa Vista, CV","16.1438881638","-22.9297504218","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/51902632","https://static.inaturalist.org/photos/82487351/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2018-04-01","Edinburgh","Abudefduf saxatilis"
"Abudefduf saxatilis","2018-12-01 13:45:00 +0100","Contea di Sal, Capo Verde","16.659377667","-22.8549510226","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/42044453","https://inaturalist-open-data.s3.amazonaws.com/photos/66729397/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","2","0","2018-12-01","Paris","Abudefduf saxatilis"
"Abudefduf saxatilis","2019-03-03 12:00:00 +0000","Ile de Ngor, Dakar, S<U+00E9>n<U+00E9>gal","14.7549589728","-17.5144817696","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/38437944","https://inaturalist-open-data.s3.amazonaws.com/photos/61078780/medium.jpg","Atlantic Sergeant Major","Actinopterygii","49402","1","0","2019-03-03","London","Abudefduf saxatilis"
"Abudefduf saxatilis","2006-03-15 13:40:00 +0100","Sal, CV","16.5947204154","-22.9123727781","","Atlantic Sergeant Major","https://www.inaturalist.org/observations/17074765","https://inaturalist-open-data.s3.amazonaws.com/photos/25842480/medium.jpg","Abudefduf saxatilis","Actinopterygii","49402","3","0","2006-03-15","Paris","Abudefduf saxatilis"
"Abudefduf sexfasciatus","2025-05-14 10:19:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017439","https://static.inaturalist.org/photos/504766394/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","2","0","2025-05-14","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-05-14 10:22:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017422","https://static.inaturalist.org/photos/504766325/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","2","0","2025-05-14","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-05-14 10:27:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017408","https://static.inaturalist.org/photos/504766286/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","1","0","2025-05-14","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-05-14 10:32:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017372","https://static.inaturalist.org/photos/504766200/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","2","0","2025-05-14","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-05-12 14:55:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017121","https://static.inaturalist.org/photos/504764928/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","1","0","2025-05-12","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-05-14 10:19:00 +0300","Tabuk, SA","25.5707868091","36.7067059632","","Scissortail Sergeant","https://www.inaturalist.org/observations/281017117","https://static.inaturalist.org/photos/504764795/medium.jpg","Scissortail Sergeant","Actinopterygii","49401","2","0","2025-05-14","Riyadh","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-04-19 17:21:00 +0200","Abu Dabbab, Marsa Alam, Red Sea Governorate 1926501, Egypt","25.3398175597","34.7391182138","","Scissortail Sergeant","https://www.inaturalist.org/observations/271942608","https://inaturalist-open-data.s3.amazonaws.com/photos/489215222/medium.jpeg","Scissortail Sergeant","Actinopterygii","49401","1","0","2025-04-19","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2015-07-25 00:18:00 +0200","Ras Mohammed National Park, EG-JS-SS, EG-JS, EG","27.8490849946","34.3098577976","","Scissortail Sergeant","https://www.inaturalist.org/observations/271813497","https://inaturalist-open-data.s3.amazonaws.com/photos/488957859/medium.jpg","<U+0428><U+0435><U+0441><U+0442><U+0438><U+043F><U+043E><U+043B><U+043E><U+0441><U+044B><U+0439> <U+0430><U+0431><U+0443><U+0434><U+0435><U+0444><U+0434><U+0443><U+0444>","Actinopterygii","49401","3","0","2015-07-25","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-04-18 11:30:00 +0200","Wadi El-Gemal - Hamata, EG-BA-MA, EG-BA, EG","24.5540080213","35.1519704582","","Scissortail Sergeant","https://www.inaturalist.org/observations/271394382","https://inaturalist-open-data.s3.amazonaws.com/photos/488178188/medium.jpeg","Scissortail Sergeant","Actinopterygii","49401","2","0","2025-04-18","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-04-17 18:10:55 +0200","Malak Al Bahrin Street, Sharm el-Sheikh, Sud Sinai, EG","27.8662205","34.293669","","Scissortail Sergeant","https://www.inaturalist.org/observations/271035001","https://static.inaturalist.org/photos/487496391/medium.jpg","Pesce sergente coda a forbice","Actinopterygii","49401","2","0","2025-04-17","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-03-27 10:37:51 +0200","F3FX+VF9 Wadi el Gemal Reserve, Marsa Alam, Red Sea Governorate, Egypt","24.6887","35.0853","","Scissortail Sergeant","https://www.inaturalist.org/observations/268082289","https://static.inaturalist.org/photos/481836663/medium.jpeg","Scissortail Sergeant","Actinopterygii","49401","1","0","2025-03-27","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-03-26 11:08:01 +0200","F3FX+VF9 Wadi el Gemal Reserve, Marsa Alam, Red Sea Governorate, Egypt","24.6886","35.086","","Scissortail Sergeant","https://www.inaturalist.org/observations/268028560","https://static.inaturalist.org/photos/481737909/medium.jpeg","Scissortail Sergeant","Actinopterygii","49401","1","0","2025-03-26","Cairo","Abudefduf sexfasciatus"
"Abudefduf sexfasciatus","2025-03-26 12:17:29 +0200","<U+00C4>gypten","27.2461001427","33.8810611144","","Scissortail Sergeant","https://www.inaturalist.org/observations/267676673","https://inaturalist-open-data.s3.amazonaws.com/photos/481070672/medium.jpeg","Scherenschwanz-Sergeant","Actinopterygii","49401","1","0","2025-03-26","Cairo","Abudefduf sexfasciatus"
